,SampleName,site,In,Out,middate,SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily),dxs,dD,unc,dO,unc.1,amount [mL]
51,TC8749SW,CA42,12/26/06,1/3/07,12/30/06,-0.39,-0.83,-0.39,-0.536666667,0.9640000000000001,0.5589999999999999,0.948,0.823666667,1.228,3.826,3.64,2.898,9.5522416,-34.06080267,0.7827375040000001,-5.4516305329999994,0.227607118,147.4999
52,TC8912SW,CA42,1/3/07,1/9/07,1/6/07,-0.83,-0.83,-0.83,-0.83,0.5589999999999999,0.01,-0.439,0.043333332999999995,3.826,2.605,3.975,3.468666667,18.36752103,-26.232410700000003,0.823563598,-5.574991467,0.265593675,473.3
53,TC9328SW,CA42,1/9/07,1/16/07,1/13/07,-0.83,-0.83,-0.83,-0.83,0.01,0.308,-0.114,0.068,2.605,1.686,2.762,2.351,29.50810837,-14.64006017,1.186373044,-5.518521067000001,0.238851418,178.1
54,TC9843SW,CA42,1/23/07,2/1/07,1/28/07,-0.83,-0.38,-0.83,-0.68,0.951,1.058,0.785,0.931333333,-0.023,-0.106,0.54,0.13699999999999998,20.77704803,-61.34611997,0.964533048,-10.265396,0.27741304899999997,495.2
55,TD0518SW,CA42,2/6/07,2/15/07,2/11/07,-0.38,-0.38,-0.38,-0.38,0.705,0.6970000000000001,0.18600000000000003,0.529333333,-1.68,-1.232,-1.5290000000000001,-1.4803333330000001,17.2474497,-41.617980700000004,1.013223569,-7.3581788,0.253497535,1574.5
56,TD0596SW,CA42,2/15/07,2/21/07,2/18/07,-0.38,-0.38,-0.38,-0.38,0.6970000000000001,-1.068,0.152,-0.073,-1.232,-1.74,-0.529,-1.167,18.0901185,-72.3664671,0.884327428,-11.3070732,0.21098341199999998,1448.3
57,TD0862SW,CA42,2/21/07,2/27/07,2/24/07,-0.38,-0.38,-0.38,-0.38,-1.068,-1.026,-1.242,-1.112,-1.74,0.298,-1.2329999999999999,-0.8916666670000001,23.64162073,-31.945837400000002,1.215625765,-6.948432267,0.258944009,3116.1
58,TD1812SW,CA42,3/13/07,3/23/07,3/18/07,-0.3,-0.3,-0.3,-0.3,-0.308,0.878,0.209,0.259666667,1.992,0.812,1.696,1.5,17.23373777,-27.653924100000005,0.8999449979999999,-5.610957732999999,0.28090211800000003,524.4
59,TD1949SW,CA42,3/23/07,3/27/07,3/25/07,-0.3,-0.3,-0.3,-0.3,0.878,0.42200000000000004,0.765,0.688333333,0.812,1.3219999999999998,1.702,1.278666667,17.21113453,-27.82980413,1.070406465,-5.630117332999999,0.309596512,241.4
60,TD3130SW,CA42,4/17/07,4/24/07,4/21/07,-0.35,-0.35,-0.35,-0.35,1.247,0.539,0.81,0.8653333329999999,1.3419999999999999,1.246,-0.34,0.7493333329999999,19.63808637,-78.2752811,4.48235,-12.23917093,3.083348,2204.2
61,TD8916SW,CA42,9/18/07,9/25/07,9/21/07,0.12,0.12,0.12,0.12,1.348,1.8719999999999999,1.068,1.4293333330000002,0.665,0.12,1.589,0.791333333,22.17132537,-26.06691357,1.199021685,-6.029779867,0.235544051,1372.8
62,TD9653SW,CA42,10/9/07,10/16/07,10/13/07,0.44,0.44,0.44,0.44,-0.27,1.339,1.2409999999999999,0.77,-1.925,0.429,-0.26,-0.585333333,20.7033713,-22.77521963,0.859184497,-5.434823867,0.253270606,359.9
63,TE1504SW,CA42,11/26/07,12/4/07,11/30/07,0.82,1.49,0.82,1.0433333329999999,0.187,1.136,-0.45299999999999996,0.29,-0.395,0.015,-1.043,-0.47433333299999997,21.43832973,-99.01748359999999,0.774032299,-15.05697667,0.202200396,2668.0
64,TE1767SW,CA42,12/4/07,12/11/07,12/8/07,1.49,1.49,1.49,1.49,1.136,-0.067,-0.19699999999999998,0.290666667,0.015,0.342,1.827,0.728,21.29197673,-34.158339,0.96658833,-6.931289467,0.195890275,-9.9
65,TE2694SW,CA42,12/18/07,12/26/07,12/22/07,1.49,1.49,1.49,1.49,0.203,0.142,0.833,0.392666667,-0.966,2.249,0.579,0.6206666670000001,23.00221753,-51.04030513,0.722352407,-9.255315332999999,0.267059918,1820.5
66,TE2955SW,CA42,1/2/08,1/8/08,1/5/08,1.54,1.54,1.54,1.54,0.456,-0.629,-0.7390000000000001,-0.304,-2.468,-0.78,-0.33299999999999996,-1.193666667,13.564217800000002,-40.377158200000004,0.9266315340000001,-6.742672,0.178129167,13473.1
69,TE5712SW,CA42,3/11/08,3/18/08,3/14/08,1.04,1.04,1.04,1.04,0.327,-0.494,-0.47,-0.212333333,1.8219999999999998,-0.075,-0.456,0.430333333,12.73219077,-36.3609439,1.4192730530000002,-6.136641833,0.191298197,252.1
70,TE6188SW,CA42,3/25/08,4/1/08,3/28/08,1.04,0.56,1.04,0.88,-0.743,-0.8059999999999999,-0.9570000000000001,-0.835333333,1.3119999999999998,0.006999999999999999,0.754,0.691,5.054265133,-22.966744199999997,0.9573844579999999,-3.502626167,0.242744722,188.1
71,TE8130SW,CA42,5/20/08,5/27/08,5/23/08,-0.25,-0.25,-0.25,-0.25,0.517,0.159,0.29100000000000004,0.322333333,-1.328,0.317,-1.6980000000000002,-0.903,16.93385283,-41.7438205,1.490649523,-7.334709167000001,0.22308070300000002,3544.1
72,TF0007SW,CA42,7/8/08,7/15/08,7/11/08,0.2,0.2,0.2,0.2,-0.489,-0.645,-0.693,-0.609,0.023,1.123,-0.054000000000000006,0.364,-3.288385,-52.807973,1.556329335,-6.1899485,0.23383755,194.6
73,TF4766SW,CA42,11/4/08,11/12/08,11/8/08,1.64,1.64,1.64,1.64,0.126,0.731,0.732,0.529666667,-0.045,1.082,0.078,0.371666667,8.8438195,-21.8851685,0.987149938,-3.8411235,0.19148368100000002,324.9
74,TF5203SW,CA42,11/25/08,12/2/08,11/28/08,1.64,1.43,1.64,1.57,0.924,0.20199999999999999,1.026,0.717333333,-0.785,-1.431,-1.3730000000000002,-1.1963333329999999,11.48647467,-124.011436,0.77184584,-16.93723883,0.254898019,3858.3
75,TF6096SW,CA42,12/9/08,12/16/08,12/12/08,1.43,1.43,1.43,1.43,0.31,-1.229,-1.072,-0.663666667,0.851,2.21,1.2830000000000001,1.4480000000000002,20.0060002,-65.40763179999999,1.177820869,-10.676703999999999,0.255415348,4094.4
76,TF6093SW,CA42,12/16/08,12/24/08,12/20/08,1.43,1.43,1.43,1.43,-1.229,-1.23,-0.794,-1.084333333,2.21,2.099,2.258,2.189,10.63186917,-81.7436135,1.096482102,-11.54693533,0.21006903600000001,1751.5
77,TF6480SW,CA42,12/24/08,12/30/08,12/27/08,1.43,1.43,1.43,1.43,-1.23,-0.426,-0.782,-0.812666667,2.099,-1.615,0.017,0.16699999999999998,13.26651073,-43.628054600000006,1.032163262,-7.111820667000001,0.19876116300000002,2525.4
78,TF7325SW,CA42,1/20/09,1/27/09,1/24/09,0.85,0.85,0.85,0.85,0.797,-0.792,-0.609,-0.201333333,0.44299999999999995,1.9080000000000001,1.057,1.136,12.9095353,-49.4996047,1.175201259,-7.8011425,0.21196697899999997,1046.0
79,TF7952SW,CA42,2/3/09,2/12/09,2/8/09,1.37,1.37,1.37,1.37,0.23,-0.617,-0.5760000000000001,-0.321,-3.178,-2.165,0.20800000000000002,-1.7116666669999998,12.1676604,-46.0275876,1.227597247,-7.274406,0.23378836600000003,9984.6
80,TF8455SW,CA42,2/12/09,2/18/09,2/15/09,1.37,1.37,1.37,1.37,-0.617,0.239,-0.205,-0.194333333,-2.165,-0.7020000000000001,-1.493,-1.4533333330000002,18.03865917,-43.9680155,0.998407232,-7.750834332999999,0.206053391,4617.6
81,TF8999SW,CA42,2/24/09,3/10/09,3/3/09,1.37,-0.21,-0.21,0.316666667,-0.8140000000000001,-1.037,-0.2,-0.683666667,0.38299999999999995,-0.6940000000000001,1.6980000000000002,0.46233333299999996,18.7170549,-21.942965100000002,1.9696129059999998,-5.0825025,0.33417659999999993,949.5
82,TF9316SW,CA42,3/17/09,3/25/09,3/21/09,-0.21,-0.21,-0.21,-0.21,-0.308,0.044000000000000004,-0.022000000000000002,-0.095333333,-0.523,0.044000000000000004,-0.251,-0.243333333,13.50461927,-44.4800674,0.814165217,-7.248085832999999,0.239541228,1165.4
89,TH9820SW,CA42,9/28/10,10/5/10,10/1/10,2.44,1.8,1.8,2.0133333330000003,-2.53,1.692,1.3019999999999998,0.15466666699999998,0.48200000000000004,1.732,-0.021,0.731,3.9133692000000004,-31.46322893,0.740806317,-4.422074767,0.382981723,423.7
90,TH9816SW,CA42,10/5/10,10/12/10,10/8/10,1.8,1.8,1.8,1.8,1.692,0.368,1.367,1.142333333,1.732,-0.733,-1.639,-0.213333333,16.57614893,-19.06233133,1.075904736,-4.454810033,0.215728997,671.8
91,TI0530SW,CA42,10/12/10,10/19/10,10/15/10,1.8,1.8,1.8,1.8,0.368,0.755,0.313,0.47866666700000005,-0.733,-1.1320000000000001,-0.022000000000000002,-0.629,13.4413272,-12.85223653,1.402175809,-3.286695467,0.36867465299999996,75.5
92,TI0531SW,CA42,10/19/10,10/26/10,10/22/10,1.8,1.8,1.8,1.8,0.755,-0.11,1.101,0.5820000000000001,-1.1320000000000001,-0.08800000000000001,-2.17,-1.13,15.384147,-16.09361407,0.9774257009999999,-3.934720133,0.414142488,352.3
94,TI1758SW,CA42,11/2/10,11/9/10,11/5/10,1.62,1.62,1.62,1.62,1.227,0.5720000000000001,1.4080000000000001,1.069,2.381,-0.768,1.5319999999999998,1.048333333,15.68726527,-23.56411953,0.905863676,-4.9064231,0.269966665,131.9
95,TI1764SW,CA42,11/16/10,11/24/10,11/20/10,1.62,1.62,1.62,1.62,-1.239,-1.548,-1.819,-1.535333333,1.719,-2.705,-2.3209999999999997,-1.102333333,21.82821807,-22.53521287,1.377618234,-5.545428867,0.32279715,484.2
96,TI1753SW,CA42,11/24/10,11/30/10,11/27/10,1.62,1.62,1.62,1.62,-1.548,-0.565,-0.977,-1.03,-2.705,-1.3769999999999998,-3.935,-2.672333333,14.19923267,-38.92923293,0.7680963479999999,-6.6410582,0.34319382299999995,51.7
97,TI1798SW,CA42,11/30/10,12/7/10,12/3/10,1.62,2.9,2.9,2.4733333330000002,-0.565,-0.61,-0.9470000000000001,-0.707333333,-1.3769999999999998,-2.306,-0.46399999999999997,-1.382333333,17.25400227,-74.30433027,1.210242125,-11.44479157,0.348727687,1601.6
98,TI2541SW,CA42,12/14/10,12/21/10,12/17/10,2.9,2.9,2.9,2.9,-1.097,-2.131,-1.276,-1.501333333,-2.148,-4.23,-4.5489999999999995,-3.6423333330000003,10.721244800000001,-57.43604853,0.7083509020000001,-8.519661667000001,0.326712412,-9.9
99,TI3811SW,CA42,1/25/11,2/1/11,1/28/11,2.01,2.12,2.01,2.0466666669999998,1.0979999999999999,0.9079999999999999,1.12,1.042,-0.272,2.097,0.45799999999999996,0.7609999999999999,13.42272733,-22.907870000000003,0.998672619,-4.541324667,0.316442728,286.2
100,TI4683SW,CA42,2/15/11,2/22/11,2/18/11,2.12,2.12,2.12,2.12,-1.4040000000000001,-1.3319999999999999,-1.44,-1.392,-0.006999999999999999,0.759,-0.205,0.18233333300000001,19.8494352,-36.4296328,1.065692732,-7.0348835,0.380893686,6371.3
101,TI4988SW,CA42,2/22/11,3/2/11,2/26/11,2.12,2.09,2.12,2.11,-1.3319999999999999,-0.305,-1.463,-1.033333333,0.759,0.389,3.411,1.5196666669999999,23.51877087,-48.80191393,1.16454884,-9.0400856,0.36883194,5194.2
102,TI5264SW,CA42,3/2/11,3/9/11,3/5/11,2.09,2.09,2.09,2.09,-0.305,0.349,0.361,0.135,0.389,1.444,0.665,0.832666667,11.96503713,-25.0309546,0.973992813,-4.624498967,0.237194013,481.8
103,TI5541SW,CA42,3/15/11,3/22/11,3/18/11,2.09,2.09,2.09,2.09,1.155,0.434,0.281,0.6233333329999999,1.7990000000000002,1.986,0.856,1.547,18.72673967,-64.0104406,1.5551581909999999,-10.34214753,0.283783368,7981.2
104,TI5763SW,CA42,3/22/11,3/29/11,3/25/11,2.09,2.09,2.09,2.09,0.434,0.941,0.209,0.528,1.986,1.456,1.619,1.6869999999999998,21.5832968,-37.31192027,1.164838615,-7.361902132999999,0.296325834,2588.5
105,TI6295SW,CA42,4/5/11,4/12/11,4/8/11,3.02,3.02,3.02,3.02,-0.541,-0.9520000000000001,-0.262,-0.585,4.106,3.438,2.9819999999999998,3.508666667,19.56973033,-44.27986913,0.766078978,-7.981199932999999,0.257817765,292.2
106,TI7279SW,CA42,5/3/11,5/10/11,5/6/11,0.46,0.46,0.46,0.46,-0.728,-0.644,-0.627,-0.666333333,-1.107,-0.565,-0.259,-0.6436666670000001,14.1856514,-23.56926407,1.4139572130000002,-4.719364433,0.258288598,154.1
107,TI7833SW,CA42,5/10/11,5/17/11,5/13/11,0.46,0.46,0.46,0.46,-0.644,1.3559999999999999,0.88,0.530666667,-0.565,0.486,-0.722,-0.267,20.11548987,-18.87134053,1.0224837409999998,-4.8733538,0.26537709,619.4
108,TI7839SW,CA42,5/17/11,5/24/11,5/20/11,0.46,0.46,0.46,0.46,1.3559999999999999,1.181,1.745,1.4273333330000002,0.486,0.264,-0.052000000000000005,0.232666667,12.61786773,-36.38461813,0.8969749159999999,-6.125310732999999,0.302724297,609.8
109,TI8377SW,CA42,6/1/11,6/8/11,6/5/11,-0.04,-0.04,-0.04,-0.04,-0.062,-0.08199999999999999,0.442,0.09933333300000001,0.958,-1.439,-0.11199999999999999,-0.197666667,13.6574886,-23.33583087,1.239840716,-4.624164933,0.395790349,74.2
