,SampleName,site,In,Out,middate,SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily),dxs,dD,unc,dO,unc.1,amount [mL]
10,NY9374SW,CA42,2/24/04,3/2/04,2/27/04,0.77,-0.11,0.77,0.476666667,0.334,-0.341,-0.085,-0.030666667,-2.818,-0.908,-3.13,-2.285333333,13.086536,-67.44602427,1.029257985,-10.06657003,0.413151304,7918.5
11,NZ0648SW,CA42,3/30/04,4/7/04,4/3/04,-0.11,-1.91,-1.91,-1.31,1.517,1.338,1.78,1.545,-0.831,-1.814,1.154,-0.4970000000000001,11.57856793,-25.45216327,0.972363615,-4.6288414000000015,0.3960530270000001,443.7
12,NZ1248SW,CA42,4/13/04,4/20/04,4/16/04,-1.91,-1.91,-1.91,-1.91,0.21,-0.693,-0.189,-0.224,0.429,-1.255,0.657,-0.056333333,17.51146167,-56.72256607,0.920919649,-9.279253467,0.379077828,818.1
13,NZ8124SW,CA42,10/14/04,10/19/04,10/17/04,-0.42,-0.42,-0.42,-0.42,-1.138,-1.5759999999999998,-1.7990000000000002,-1.5043333330000002,-0.4920000000000001,-2.04,-2.042,-1.524666667,15.96683847,-27.095198600000003,0.908556547,-5.382754632999999,0.395778979,3863.1
14,NZ8675SW,CA42,10/26/04,11/2/04,10/29/04,-0.42,-1.06,-0.42,-0.6333333329999999,-0.789,0.29,-0.117,-0.205333333,-1.123,1.097,0.527,0.16699999999999998,20.65155773,-58.7292556,1.007651229,-9.922601667,0.343611699,5129.4
15,NZ9424SW,CA42,11/16/04,11/23/04,11/20/04,-1.06,-1.06,-1.06,-1.06,0.423,0.275,0.585,0.4276666670000001,1.66,-0.625,-0.58,0.151666667,17.47903847,-53.104673,0.836545874,-8.822963932999999,0.327443125,2213.2
16,NZ9635SW,CA42,11/23/04,11/30/04,11/26/04,-1.06,-1.06,-1.06,-1.06,0.275,-0.38,0.097,-0.002666667,-0.625,0.451,-0.617,-0.263666667,14.426731,-29.10028047,0.926525769,-5.440876433,0.86681832,672.9
17,NZ9985SW,CA42,11/30/04,12/7/04,12/4/04,-1.06,-0.94,-0.94,-0.98,-0.38,0.11,-0.161,-0.143666667,0.451,0.722,1.159,0.777333333,18.5700116,-46.463402,1.085645891,-8.1291767,0.38118893,437.4
18,TA0158SW,CA42,12/7/04,12/14/04,12/10/04,-0.94,-0.94,-0.94,-0.94,0.11,1.2819999999999998,1.176,0.856,0.722,0.309,-0.366,0.221666667,19.5169802,-13.0564102,1.111026102,-4.0716738,0.40292307,168.6
19,TA0718SW,CA42,12/21/04,12/28/04,12/24/04,-0.94,-0.94,-0.94,-0.94,-0.181,-1.055,-0.4970000000000001,-0.577666667,0.84,2.69,1.452,1.660666667,18.0472068,-53.3274956,1.250691809,-8.9218378,0.303580302,2733.7
20,TA0992SW,CA42,12/28/04,1/4/05,1/1/05,-0.94,0.2,0.2,-0.18,-1.055,-0.76,-0.852,-0.889,2.69,4.45,3.09,3.41,24.32205353,-53.3110974,1.201291388,-9.704143867,0.382750572,5969.0
21,TA1269SW,CA42,1/4/05,1/11/05,1/8/05,0.2,0.2,0.2,0.2,-0.76,-0.615,-1.531,-0.968666667,4.45,1.723,3.482,3.218333333,12.86090867,-54.51073827,1.029172969,-8.421455867,0.278154633,-9.9
22,TA2274SW,CA42,1/25/05,2/1/05,1/28/05,0.2,-2.99,0.2,-0.8633333329999999,1.098,0.16,0.46,0.572666667,-3.819,-1.209,-2.185,-2.4043333330000003,15.436489600000002,-32.10693867,1.07801948,-5.942928533,0.357186226,2102.3
23,TA2503SW,CA42,2/1/05,2/8/05,2/5/05,-2.99,-2.99,-2.99,-2.99,0.16,-0.01,0.046,0.065333333,-1.209,1.047,-0.855,-0.339,17.34416847,-9.681596333,1.0215351190000002,-3.3782206,0.21435018100000006,321.3
24,TA3059SW,CA42,2/15/05,2/22/05,2/19/05,-2.99,-2.99,-2.99,-2.99,0.665,0.199,0.29600000000000004,0.386666667,-1.463,-2.517,-1.126,-1.702,13.03427768,-71.7040213,0.921099343,-10.59228737,0.32334965600000004,-9.9
25,TA3325SW,CA42,2/22/05,3/1/05,2/26/05,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.512,0.524666667,-2.517,-2.7260000000000004,-4.337,-3.193333333,16.70615627,-73.3583792,0.872212703,-11.25806693,0.23579016100000005,2643.9
26,TA3572SW,CA42,3/1/05,3/8/05,3/5/05,-0.26,-0.26,-0.26,-0.26,0.863,0.975,1.035,0.957666667,-2.7260000000000004,-2.84,-1.26,-2.2753333330000003,11.78826787,-38.46751107,1.166119634,-6.281972367000001,0.188618663,596.1
27,TA4136SW,CA42,3/15/05,3/22/05,3/18/05,-0.26,-0.26,-0.26,-0.26,-0.45,0.537,0.161,0.082666667,-1.433,-0.727,-2.256,-1.472,11.72622407,-56.28142233,1.034857478,-8.5009558,0.209260603,1023.9
28,TA4313SW,CA42,3/22/05,3/29/05,3/25/05,-0.26,-0.26,-0.26,-0.26,0.537,0.563,-0.165,0.311666667,-0.727,-0.32,-0.409,-0.485333333,16.83156027,-31.73267387,1.175046382,-6.070529267,0.327470609,2183.7
29,TA5659SW,CA42,4/26/05,5/3/05,4/30/05,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.281,0.691333333,-1.836,-0.094,-1.714,-1.214666667,17.96146967,-43.03682127,0.7387699240000001,-7.624786367,0.283277249,1710.1
30,TA5894SW,CA42,5/3/05,5/10/05,5/6/05,-1.46,-1.46,-1.46,-1.46,0.016,1.288,0.779,0.694333333,-0.094,-1.6030000000000002,-0.281,-0.659333333,14.64489133,-58.46945667,0.999750969,-9.1392935,0.267284493,2271.1
31,TB1047SW,CA42,9/13/05,9/21/05,9/17/05,0.34,0.34,0.34,0.34,1.88,1.535,1.777,1.730666667,0.809,0.444,1.634,0.962333333,8.123297599999999,-24.94446213,1.019365979,-4.133469967,0.326975534,1080.2
32,TB2177SW,CA42,10/12/05,10/19/05,10/16/05,1.12,1.12,1.12,1.12,1.239,-0.04,-0.774,0.141666667,-0.16699999999999998,-1.918,-1.5930000000000002,-1.226,18.37210313,-42.65291047,4.48235,-7.628126700000001,3.083348,4174.6
33,TB4006SW,CA42,12/6/05,12/13/05,12/10/05,0.01,0.01,0.01,0.01,0.499,0.584,0.728,0.603666667,-3.454,-1.643,0.16,-1.645666667,-5.4797014000000015,-114.9181702,1.38482526,-13.6798086,0.337265474,188.2001
34,TB4923SW,CA42,12/27/05,1/3/06,12/30/05,0.01,1.29,0.01,0.436666667,1.274,0.039,1.013,0.775333333,-2.899,-0.8240000000000001,-2.182,-1.968333333,17.49877453,-28.97841933,0.96897936,-5.809649232999999,0.316015822,6563.7
35,TB6915SW,CA42,2/14/06,2/22/06,2/18/06,-0.12,-0.12,-0.12,-0.12,0.647,-1.442,-0.7709999999999999,-0.522,0.884,1.6840000000000002,0.965,1.177666667,28.1893386,-42.7043558,4.48235,-8.8617118,3.083348,1317.2
36,TB7125SW,CA42,2/22/06,2/28/06,2/25/06,-0.12,-0.12,-0.12,-0.12,-1.442,-1.721,-1.891,-1.684666667,1.6840000000000002,-2.029,-0.685,-0.343333333,11.66089527,-86.25475967,0.940693893,-12.23945687,0.241325506,8111.9
37,TB7199SW,CA42,2/28/06,3/6/06,3/3/06,-0.12,1.32,1.32,0.84,-1.721,0.05,-0.693,-0.7879999999999999,-2.029,0.059,-1.6669999999999998,-1.212333333,25.46587747,-27.45949587,1.156662008,-6.615671667000001,0.275021817,1205.5
38,TB7835SW,CA42,3/6/06,3/14/06,3/10/06,1.32,1.32,1.32,1.32,0.05,-0.677,-0.857,-0.494666667,0.059,-2.013,0.111,-0.6143333329999999,24.80723313,-39.34433247,1.088723105,-8.0189457,0.166838245,2385.9
39,TB7833SW,CA42,3/14/06,3/21/06,3/17/06,1.32,1.32,1.32,1.32,-0.677,-0.107,-0.37,-0.384666667,-2.013,-3.822,-2.825,-2.886666667,20.06361227,-47.33475733,1.2446565790000002,-8.4247962,0.271110679,4933.2
40,TB8200SW,CA42,3/21/06,3/29/06,3/25/06,1.32,1.32,1.32,1.32,-0.107,-0.052000000000000005,0.39,0.077,-3.822,-1.204,-1.955,-2.327,17.39854187,-48.99772773,1.1607880940000002,-8.2995337,0.282329595,4633.3
41,TB8674SW,CA42,3/29/06,4/4/06,4/1/06,1.32,1.17,1.17,1.22,-0.052000000000000005,0.05,0.083,0.027000000000000003,-1.204,-1.635,-1.276,-1.371666667,14.52100387,-40.19478813,0.940358974,-6.839474000000001,0.227521428,1813.4
42,TB8649SW,CA42,4/4/06,4/11/06,4/7/06,1.17,1.17,1.17,1.17,0.05,-0.087,0.6990000000000001,0.220666667,-1.635,1.338,-2.378,-0.8916666670000001,20.0343128,-50.05235707,1.104366787,-8.760833733,0.340395358,6879.2
43,TB9027SW,CA42,4/11/06,4/18/06,4/14/06,1.17,1.17,1.17,1.17,-0.087,0.319,-0.529,-0.099,1.338,0.319,2.121,1.259333333,18.335542,-57.85725720000001,1.286329274,-9.5240999,0.39733613,3064.1
44,TB9287SW,CA42,4/18/06,4/26/06,4/22/06,1.17,1.17,1.17,1.17,0.319,-0.12,0.76,0.319666667,0.319,-0.063,1.187,0.481,18.0000394,-24.2496286,0.942871147,-5.2812085,0.310977491,440.6
45,TC0305SW,CA42,5/17/06,5/23/06,5/20/06,-0.96,-0.96,-0.96,-0.96,0.536,-0.877,-0.988,-0.443,0.13,0.662,0.833,0.541666667,15.81657653,-66.38882267,0.8555471929999999,-10.2756749,0.437840153,1393.4
46,TC2638SW,CA42,7/18/06,7/26/06,7/22/06,-0.9,-0.9,-0.9,-0.9,0.156,0.145,-0.51,-0.069666667,-0.269,-0.173,0.073,-0.123,-12.7354296,-7.338582933,1.19536187,0.674605833,0.308209344,180.4
47,TC5928SW,CA42,10/10/06,10/17/06,10/13/06,-1.52,-1.52,-1.52,-1.52,0.48,-0.565,-0.121,-0.068666667,-1.523,-3.192,-0.713,-1.809333333,19.02171453,-19.1767972,0.83712723,-4.774813967,0.299347624,235.4
48,TC7546SW,CA42,11/21/06,11/28/06,11/24/06,0.05,0.05,0.05,0.05,-0.556,-0.59,-0.979,-0.708333333,0.487,0.684,-0.939,0.077333333,19.66677667,-21.30020333,1.343361083,-5.1208725,0.390728806,172.1
49,TC8514SW,CA42,12/5/06,12/13/06,12/9/06,-0.39,-0.39,-0.39,-0.39,1.058,0.67,1.422,1.05,1.284,3.497,1.972,2.251,20.1394062,-46.85277887,1.196597677,-8.374023133,0.329451059,991.0
50,TC8775SW,CA42,12/13/06,12/19/06,12/16/06,-0.39,-0.39,-0.39,-0.39,0.67,1.411,0.462,0.847666667,3.497,2.056,2.532,2.695,26.31686433,-17.03377753,1.886905668,-5.418830233,0.269252669,1102.6
51,TC8749SW,CA42,12/26/06,1/3/07,12/30/06,-0.39,-0.83,-0.39,-0.536666667,0.964,0.5589999999999999,0.948,0.823666667,1.228,3.826,3.64,2.898,9.5522416,-34.06080267,0.7827375040000001,-5.451630533,0.227607118,147.4999
52,TC8912SW,CA42,1/3/07,1/9/07,1/6/07,-0.83,-0.83,-0.83,-0.83,0.5589999999999999,0.01,-0.439,0.043333333,3.826,2.605,3.975,3.468666667,18.36752103,-26.232410700000006,0.823563598,-5.574991467,0.265593675,473.3
53,TC9328SW,CA42,1/9/07,1/16/07,1/13/07,-0.83,-0.83,-0.83,-0.83,0.01,0.308,-0.114,0.068,2.605,1.686,2.762,2.351,29.50810837,-14.64006017,1.186373044,-5.518521067000001,0.238851418,178.1
54,TC9843SW,CA42,1/23/07,2/1/07,1/28/07,-0.83,-0.38,-0.83,-0.68,0.951,1.058,0.785,0.931333333,-0.023,-0.106,0.54,0.13699999999999998,20.77704803,-61.34611997,0.964533048,-10.265396,0.277413049,495.2
55,TD0518SW,CA42,2/6/07,2/15/07,2/11/07,-0.38,-0.38,-0.38,-0.38,0.705,0.6970000000000001,0.18600000000000005,0.529333333,-1.68,-1.232,-1.529,-1.480333333,17.2474497,-41.6179807,1.013223569,-7.3581788,0.253497535,1574.5
56,TD0596SW,CA42,2/15/07,2/21/07,2/18/07,-0.38,-0.38,-0.38,-0.38,0.6970000000000001,-1.068,0.152,-0.073,-1.232,-1.74,-0.529,-1.167,18.0901185,-72.3664671,0.884327428,-11.3070732,0.210983412,1448.3
57,TD0862SW,CA42,2/21/07,2/27/07,2/24/07,-0.38,-0.38,-0.38,-0.38,-1.068,-1.026,-1.242,-1.112,-1.74,0.298,-1.233,-0.8916666670000001,23.64162073,-31.9458374,1.215625765,-6.948432267,0.258944009,3116.1
58,TD1812SW,CA42,3/13/07,3/23/07,3/18/07,-0.3,-0.3,-0.3,-0.3,-0.308,0.878,0.209,0.259666667,1.992,0.812,1.696,1.5,17.23373777,-27.653924100000005,0.8999449979999999,-5.610957732999999,0.28090211800000003,524.4
59,TD1949SW,CA42,3/23/07,3/27/07,3/25/07,-0.3,-0.3,-0.3,-0.3,0.878,0.422,0.765,0.688333333,0.812,1.3219999999999998,1.702,1.278666667,17.21113453,-27.82980413,1.070406465,-5.630117332999999,0.309596512,241.4
60,TD3130SW,CA42,4/17/07,4/24/07,4/21/07,-0.35,-0.35,-0.35,-0.35,1.247,0.539,0.81,0.8653333329999999,1.342,1.246,-0.34,0.7493333329999999,19.63808637,-78.2752811,4.48235,-12.23917093,3.083348,2204.2
61,TD8916SW,CA42,9/18/07,9/25/07,9/21/07,0.12,0.12,0.12,0.12,1.348,1.872,1.068,1.4293333330000002,0.665,0.12,1.589,0.791333333,22.17132537,-26.06691357,1.199021685,-6.029779867,0.235544051,1372.8
62,TD9653SW,CA42,10/9/07,10/16/07,10/13/07,0.44,0.44,0.44,0.44,-0.27,1.339,1.241,0.77,-1.925,0.429,-0.26,-0.585333333,20.7033713,-22.77521963,0.859184497,-5.434823867,0.253270606,359.9
63,TE1504SW,CA42,11/26/07,12/4/07,11/30/07,0.82,1.49,0.82,1.043333333,0.187,1.136,-0.453,0.29,-0.395,0.015,-1.043,-0.474333333,21.43832973,-99.0174836,0.774032299,-15.05697667,0.202200396,2668.0
64,TE1767SW,CA42,12/4/07,12/11/07,12/8/07,1.49,1.49,1.49,1.49,1.136,-0.067,-0.197,0.290666667,0.015,0.342,1.827,0.728,21.29197673,-34.158339,0.96658833,-6.931289467,0.195890275,-9.9
65,TE2694SW,CA42,12/18/07,12/26/07,12/22/07,1.49,1.49,1.49,1.49,0.203,0.142,0.833,0.392666667,-0.966,2.249,0.579,0.6206666670000001,23.00221753,-51.04030513,0.722352407,-9.255315332999999,0.267059918,1820.5
66,TE2955SW,CA42,1/2/08,1/8/08,1/5/08,1.54,1.54,1.54,1.54,0.456,-0.629,-0.7390000000000001,-0.304,-2.468,-0.78,-0.333,-1.193666667,13.564217800000002,-40.3771582,0.926631534,-6.742672,0.178129167,13473.1
67,TE5712SW,CA42,3/11/08,3/18/08,3/14/08,1.04,1.04,1.04,1.04,0.327,-0.494,-0.47,-0.212333333,1.822,-0.075,-0.456,0.430333333,12.73219077,-36.3609439,1.4192730530000002,-6.136641833,0.191298197,252.1
68,TE6188SW,CA42,3/25/08,4/1/08,3/28/08,1.04,0.56,1.04,0.88,-0.743,-0.8059999999999999,-0.957,-0.835333333,1.3119999999999998,0.006999999999999999,0.754,0.691,5.054265133,-22.9667442,0.957384458,-3.502626167,0.242744722,188.1
69,TE8130SW,CA42,5/20/08,5/27/08,5/23/08,-0.25,-0.25,-0.25,-0.25,0.517,0.159,0.29100000000000004,0.322333333,-1.328,0.317,-1.6980000000000002,-0.903,16.93385283,-41.7438205,1.490649523,-7.334709167000001,0.223080703,3544.1
70,TF0007SW,CA42,7/8/08,7/15/08,7/11/08,0.2,0.2,0.2,0.2,-0.489,-0.645,-0.693,-0.609,0.023,1.123,-0.054000000000000006,0.364,-3.288385,-52.807973,1.556329335,-6.1899485,0.23383755,194.6
71,TF4766SW,CA42,11/4/08,11/12/08,11/8/08,1.64,1.64,1.64,1.64,0.126,0.731,0.732,0.529666667,-0.045,1.082,0.078,0.371666667,8.8438195,-21.8851685,0.987149938,-3.8411235,0.191483681,324.9
72,TF5203SW,CA42,11/25/08,12/2/08,11/28/08,1.64,1.43,1.64,1.57,0.924,0.202,1.026,0.717333333,-0.785,-1.431,-1.3730000000000002,-1.196333333,11.48647467,-124.011436,0.77184584,-16.93723883,0.254898019,3858.3
73,TF6096SW,CA42,12/9/08,12/16/08,12/12/08,1.43,1.43,1.43,1.43,0.31,-1.229,-1.072,-0.663666667,0.851,2.21,1.283,1.4480000000000002,20.0060002,-65.40763179999999,1.177820869,-10.676704,0.255415348,4094.4
74,TF6093SW,CA42,12/16/08,12/24/08,12/20/08,1.43,1.43,1.43,1.43,-1.229,-1.23,-0.794,-1.084333333,2.21,2.099,2.258,2.189,10.63186917,-81.7436135,1.096482102,-11.54693533,0.210069036,1751.5
75,TF6480SW,CA42,12/24/08,12/30/08,12/27/08,1.43,1.43,1.43,1.43,-1.23,-0.426,-0.782,-0.812666667,2.099,-1.615,0.017,0.16699999999999998,13.26651073,-43.62805460000001,1.032163262,-7.111820667000001,0.198761163,2525.4
76,TF7325SW,CA42,1/20/09,1/27/09,1/24/09,0.85,0.85,0.85,0.85,0.797,-0.792,-0.609,-0.201333333,0.443,1.908,1.057,1.136,12.9095353,-49.4996047,1.175201259,-7.8011425,0.211966979,1046.0
77,TF7952SW,CA42,2/3/09,2/12/09,2/8/09,1.37,1.37,1.37,1.37,0.23,-0.617,-0.5760000000000001,-0.321,-3.178,-2.165,0.208,-1.7116666669999998,12.1676604,-46.0275876,1.227597247,-7.274406,0.23378836600000005,9984.6
78,TF8455SW,CA42,2/12/09,2/18/09,2/15/09,1.37,1.37,1.37,1.37,-0.617,0.239,-0.205,-0.194333333,-2.165,-0.7020000000000001,-1.493,-1.4533333330000002,18.03865917,-43.9680155,0.998407232,-7.750834332999999,0.206053391,4617.6
79,TF8999SW,CA42,2/24/09,3/10/09,3/3/09,1.37,-0.21,-0.21,0.316666667,-0.8140000000000001,-1.037,-0.2,-0.683666667,0.383,-0.6940000000000001,1.6980000000000002,0.462333333,18.7170549,-21.9429651,1.969612906,-5.0825025,0.33417659999999993,949.5
80,TF9316SW,CA42,3/17/09,3/25/09,3/21/09,-0.21,-0.21,-0.21,-0.21,-0.308,0.044,-0.022,-0.095333333,-0.523,0.044,-0.251,-0.243333333,13.50461927,-44.4800674,0.814165217,-7.248085832999999,0.239541228,1165.4
81,TH9820SW,CA42,9/28/10,10/5/10,10/1/10,2.44,1.8,1.8,2.0133333330000003,-2.53,1.692,1.3019999999999998,0.15466666699999998,0.482,1.732,-0.021,0.731,3.9133692,-31.46322893,0.740806317,-4.422074767,0.382981723,423.7
82,TH9816SW,CA42,10/5/10,10/12/10,10/8/10,1.8,1.8,1.8,1.8,1.692,0.368,1.367,1.142333333,1.732,-0.733,-1.639,-0.213333333,16.57614893,-19.06233133,1.075904736,-4.454810033,0.215728997,671.8
83,TI0530SW,CA42,10/12/10,10/19/10,10/15/10,1.8,1.8,1.8,1.8,0.368,0.755,0.313,0.4786666670000001,-0.733,-1.132,-0.022,-0.629,13.4413272,-12.85223653,1.402175809,-3.286695467,0.368674653,75.5
84,TI0531SW,CA42,10/19/10,10/26/10,10/22/10,1.8,1.8,1.8,1.8,0.755,-0.11,1.101,0.5820000000000001,-1.132,-0.08800000000000001,-2.17,-1.13,15.384147,-16.09361407,0.977425701,-3.934720133,0.414142488,352.3
85,TI1758SW,CA42,11/2/10,11/9/10,11/5/10,1.62,1.62,1.62,1.62,1.227,0.5720000000000001,1.408,1.069,2.381,-0.768,1.5319999999999998,1.048333333,15.68726527,-23.56411953,0.905863676,-4.9064231,0.269966665,131.9
86,TI1764SW,CA42,11/16/10,11/24/10,11/20/10,1.62,1.62,1.62,1.62,-1.239,-1.548,-1.819,-1.535333333,1.719,-2.705,-2.321,-1.102333333,21.82821807,-22.53521287,1.377618234,-5.545428867,0.32279715,484.2
87,TI1753SW,CA42,11/24/10,11/30/10,11/27/10,1.62,1.62,1.62,1.62,-1.548,-0.565,-0.977,-1.03,-2.705,-1.3769999999999998,-3.935,-2.672333333,14.19923267,-38.92923293,0.7680963479999999,-6.6410582,0.34319382299999995,51.7
88,TI1798SW,CA42,11/30/10,12/7/10,12/3/10,1.62,2.9,2.9,2.473333333,-0.565,-0.61,-0.947,-0.707333333,-1.3769999999999998,-2.306,-0.464,-1.382333333,17.25400227,-74.30433027,1.210242125,-11.44479157,0.348727687,1601.6
89,TI2541SW,CA42,12/14/10,12/21/10,12/17/10,2.9,2.9,2.9,2.9,-1.097,-2.131,-1.276,-1.501333333,-2.148,-4.23,-4.549,-3.642333333,10.7212448,-57.43604853,0.7083509020000001,-8.519661667000001,0.326712412,-9.9
90,TI3811SW,CA42,1/25/11,2/1/11,1/28/11,2.01,2.12,2.01,2.046666667,1.098,0.908,1.12,1.042,-0.272,2.097,0.458,0.7609999999999999,13.42272733,-22.907870000000006,0.998672619,-4.541324667,0.316442728,286.2
91,TI4683SW,CA42,2/15/11,2/22/11,2/18/11,2.12,2.12,2.12,2.12,-1.404,-1.332,-1.44,-1.392,-0.006999999999999999,0.759,-0.205,0.182333333,19.8494352,-36.4296328,1.065692732,-7.0348835,0.380893686,6371.3
92,TI4988SW,CA42,2/22/11,3/2/11,2/26/11,2.12,2.09,2.12,2.11,-1.332,-0.305,-1.463,-1.033333333,0.759,0.389,3.411,1.519666667,23.51877087,-48.80191393,1.16454884,-9.0400856,0.36883194,5194.2
93,TI5264SW,CA42,3/2/11,3/9/11,3/5/11,2.09,2.09,2.09,2.09,-0.305,0.349,0.361,0.135,0.389,1.444,0.665,0.832666667,11.96503713,-25.0309546,0.973992813,-4.624498967,0.237194013,481.8
94,TI5541SW,CA42,3/15/11,3/22/11,3/18/11,2.09,2.09,2.09,2.09,1.155,0.434,0.281,0.6233333329999999,1.7990000000000002,1.986,0.856,1.547,18.72673967,-64.0104406,1.555158191,-10.34214753,0.283783368,7981.2
95,TI5763SW,CA42,3/22/11,3/29/11,3/25/11,2.09,2.09,2.09,2.09,0.434,0.941,0.209,0.528,1.986,1.456,1.619,1.6869999999999998,21.5832968,-37.31192027,1.164838615,-7.361902132999999,0.296325834,2588.5
96,TI6295SW,CA42,4/5/11,4/12/11,4/8/11,3.02,3.02,3.02,3.02,-0.541,-0.952,-0.262,-0.585,4.106,3.438,2.982,3.508666667,19.56973033,-44.27986913,0.766078978,-7.981199932999999,0.257817765,292.2
97,TI7279SW,CA42,5/3/11,5/10/11,5/6/11,0.46,0.46,0.46,0.46,-0.728,-0.644,-0.627,-0.666333333,-1.107,-0.565,-0.259,-0.6436666670000001,14.1856514,-23.56926407,1.4139572130000002,-4.719364433,0.258288598,154.1
98,TI7833SW,CA42,5/10/11,5/17/11,5/13/11,0.46,0.46,0.46,0.46,-0.644,1.356,0.88,0.530666667,-0.565,0.486,-0.722,-0.267,20.11548987,-18.87134053,1.0224837409999998,-4.8733538,0.26537709,619.4
99,TI7839SW,CA42,5/17/11,5/24/11,5/20/11,0.46,0.46,0.46,0.46,1.356,1.181,1.745,1.4273333330000002,0.486,0.264,-0.052000000000000005,0.232666667,12.61786773,-36.38461813,0.8969749159999999,-6.125310732999999,0.302724297,609.8
100,TI8377SW,CA42,6/1/11,6/8/11,6/5/11,-0.04,-0.04,-0.04,-0.04,-0.062,-0.08199999999999999,0.442,0.099333333,0.958,-1.439,-0.112,-0.197666667,13.6574886,-23.33583087,1.239840716,-4.624164933,0.395790349,74.2
101,TJ1706SW,CA42,8/30/11,9/6/11,9/3/11,0.07,1.14,1.14,0.783333333,0.385,-0.595,-0.581,-0.263666667,0.924,0.426,0.404,0.584666667,-13.40643707,6.965792,1.085665234,2.5465286330000003,0.34820970700000003,88.2
102,TJ3796SW,CA42,11/1/11,11/8/11,11/4/11,1.41,1.41,1.41,1.41,-0.83,-0.211,-0.573,-0.5379999999999999,1.42,1.3019999999999998,0.458,1.06,21.61692867,-29.70508467,1.113689813,-6.415251667000001,0.27319041,1476.1
103,TJ4438SW,CA42,11/15/11,11/22/11,11/18/11,1.41,1.41,1.41,1.41,-1.167,-0.081,-1.167,-0.805,0.981,1.729,0.95,1.22,20.17942253,-49.47166787,1.115964605,-8.706386300000002,0.493750949,1514.1
104,TJ5320SW,CA42,12/6/11,12/13/11,12/9/11,2.45,2.45,2.45,2.45,-0.354,0.206,-0.075,-0.074333333,3.729,1.7519999999999998,0.991,2.157333333,14.2722662,-112.4584402,1.273766462,-15.8413383,0.36899458,677.4
